"","Y01","Y02","Y03","Y04","Y05","Y06","Y07","Y08","Y09","Y10","Y11","Y12","Y13","Y14","Y15"
"otu363",0,0,0,0,0,0,0,1,58,136,207,235,401,325,303
"otu6217",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu1818",0,0,0,0,0,0,0,0,2,4,3,1,1,2,2
"otu11236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu855",0,0,0,0,0,0,0,0,3,2,10,8,26,22,20
"otu2358",0,0,0,0,0,0,0,0,0,0,0,1,4,2,3
"otu8700",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"otu9622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu3009",0,0,0,0,0,1,0,0,5,11,22,37,69,102,53
"otu101",1,4,5,14,10,5,15,26,289,695,795,723,1007,1036,660
"otu7092",1,0,0,0,0,2,2,0,2,7,6,12,23,56,36
"otu9608",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"otu8937",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"otu7078",0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
"otu11967",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu4021",0,0,1,0,0,2,0,0,0,2,0,1,1,0,1
"otu1942",0,0,0,0,0,0,0,0,0,2,2,2,0,0,2
"otu571",0,5,7,9,15,8,17,27,99,45,14,5,2,3,0
"otu3731",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"otu4503",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu17",2,704,1122,1710,4079,2898,4567,4772,1113,281,32,15,15,23,6
"otu9746",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu14178",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu9640",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu12373",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu14177",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"otu5139",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"otu15184",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu2319",0,0,0,0,1,0,0,1,1,0,3,0,0,1,0
"otu4815",0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
"otu4785",0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"otu3778",0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
"otu6865",0,0,0,1,0,1,0,1,0,1,0,0,0,2,0
"otu4028",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"otu1928",0,4,4,2,3,2,4,0,0,1,0,0,1,1,3
"otu13797",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"otu367",0,0,0,0,0,0,1,5,181,236,106,43,21,16,8
"otu4826",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu3105",0,1,0,1,0,2,0,0,0,0,0,0,1,0,1
"otu7239",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu5621",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu15620",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu262",3,100,99,116,114,79,98,110,188,41,16,5,5,5,1
"otu6703",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu6913",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"otu2092",0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
"otu1492",13,5,6,10,6,2,10,6,1,3,0,2,5,1,2
"otu3160",0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
"otu6274",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu11557",0,0,2,1,0,1,1,0,0,1,2,0,0,0,0
"otu14991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu7106",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu1949",1,4,0,4,3,1,1,2,1,0,0,0,1,0,0
"otu14010",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"otu2114",0,3,4,3,3,0,0,1,1,1,0,0,1,1,2
"otu6607",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu7644",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu3132",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"otu7097",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"otu15293",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu11449",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu163",1,1,0,0,0,2,2,15,277,515,358,297,282,416,146
"otu15097",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu7971",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu2136",0,1,0,1,3,0,0,0,0,0,0,0,1,2,1
"otu14675",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu15118",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"otu10049",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu8141",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"otu9224",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu5297",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu10069",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu24",1,2,0,4,13,14,30,114,1615,4205,3329,3826,3944,4113,1284
"otu9942",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu4878",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"otu6876",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"otu934",0,8,4,0,5,6,1,6,45,5,1,3,0,0,1
"otu15533",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu12768",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"otu161",0,29,13,2,19,7,13,20,566,978,146,74,14,9,1
"otu4143",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"otu213",4,3,1,7,8,2,7,5,9,17,2,30,184,607,534
"otu2195",0,2,1,3,3,1,2,3,0,0,0,0,2,1,1
"otu12075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu2589",0,0,0,0,0,0,0,0,0,0,0,0,1,5,1
"otu3039",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"otu11950",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu1382",0,0,0,1,0,0,0,0,0,0,1,3,3,11,6
"otu2560",0,0,0,3,3,2,1,0,2,2,0,3,5,23,8
"otu778",0,0,0,0,0,0,0,1,5,36,11,17,11,30,12
"otu1073",1,2,1,4,1,1,5,1,4,4,6,7,17,75,41
"otu2504",0,0,0,0,0,0,0,0,0,0,0,0,3,2,2
"otu3045",0,1,0,0,0,0,1,0,0,0,1,0,3,2,1
"otu2486",0,0,1,0,0,0,0,0,1,0,0,0,1,1,1
"otu2946",0,0,0,0,0,1,0,0,0,1,0,0,2,2,1
"otu14173",0,0,0,0,1,0,0,0,0,1,0,3,5,3,3
"otu2027",1,2,0,0,1,0,1,0,0,1,0,3,10,13,13
"otu4220",0,0,0,0,1,2,0,0,2,0,0,7,20,18,14
"otu7334",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu11156",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"otu10239",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu6314",0,0,0,1,0,0,0,1,0,0,0,0,1,3,0
"otu6448",0,0,0,0,0,0,0,0,0,0,0,3,6,15,1
"otu14555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu392",0,4,2,1,5,2,7,1,18,29,76,327,827,1211,532
"otu13923",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"otu1093",0,0,0,0,1,0,0,0,0,0,0,0,3,22,60
"otu6677",0,0,0,0,0,1,1,0,0,0,0,0,0,3,2
"otu14869",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu5369",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu5866",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu7948",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu6228",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"otu11232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu1189",0,0,0,0,0,0,0,0,1,3,1,4,23,27,15
"otu14439",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"otu6827",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu1025",0,0,0,0,0,0,0,0,1,1,1,4,10,38,12
"otu4400",0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
"otu3715",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"otu11387",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"otu1837",0,1,0,0,0,0,0,0,1,1,1,7,9,10,4
"otu1210",0,2,0,0,0,0,0,0,0,1,0,2,31,14,3
"otu9118",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"otu14422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"otu3620",0,0,0,0,0,0,0,0,1,1,0,1,2,0,0
"otu3670",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"otu1021",3,4,5,2,14,12,9,3,1,4,1,0,1,1,1
"otu3860",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"otu1422",4,0,1,1,1,0,3,6,0,0,1,0,0,2,2
"otu15038",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu13452",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu9828",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu1877",0,1,0,0,0,0,0,1,0,0,0,0,3,6,0
"otu1817",0,0,0,0,0,0,0,0,1,0,0,3,1,5,2
"otu3521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"otu11926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu7627",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu6142",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu6895",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"otu13004",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu5773",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu16438",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu7508",0,1,0,0,1,1,2,0,0,0,0,0,0,1,0
"otu9894",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu6542",0,0,0,0,0,0,1,0,1,1,0,0,0,4,1
"otu13583",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"otu8642",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"otu614",52,4,14,36,43,16,18,13,14,1,0,0,1,0,0
"otu4805",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu1500",0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
"otu6449",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu1081",40,7,1,0,1,0,1,0,2,1,1,0,0,1,0
"otu477",0,4,5,2,4,3,3,11,73,154,52,34,20,22,3
"otu10456",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu13532",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu108",75,492,549,446,516,314,426,382,56,49,27,20,13,16,6
"otu14155",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu12007",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu11205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu2751",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"otu8879",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"otu3881",0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
"otu7495",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu2786",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"otu6307",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu4161",0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"otu10150",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu6834",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"otu8829",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu14576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu2487",0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"otu9670",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu11070",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu9970",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu1124",0,0,0,0,0,0,1,0,1,3,3,13,27,29,27
"otu6254",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu4676",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu10651",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu9564",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"otu2456",0,0,0,1,1,1,0,0,0,0,0,0,0,2,0
"otu2820",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"otu9385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu2720",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"otu3428",0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"otu6652",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"otu7066",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu14116",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"otu2831",0,3,0,0,0,0,4,2,1,0,0,0,0,0,0
"otu3815",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"otu8609",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu8508",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"otu6556",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"otu755",1,5,15,14,32,15,21,27,12,7,3,1,0,4,0
"otu1416",0,1,4,2,3,2,4,4,4,1,0,2,0,1,1
"otu3424",0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
"otu10599",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu11669",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu3748",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"otu8920",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu2402",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"otu5065",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"otu15528",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu7983",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu1409",0,6,7,6,7,1,0,0,2,0,0,0,0,0,0
"otu13207",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu2110",6,0,0,0,1,0,0,0,2,1,0,0,0,0,0
"otu5567",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"otu9637",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu9779",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu13818",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu333",303,160,136,127,153,57,70,45,14,26,15,2,23,25,25
"otu8398",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu1606",1,1,1,2,4,1,2,1,0,0,0,0,0,0,0
"otu12881",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu5542",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu14909",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu13590",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu6358",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"otu11561",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu5707",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu15394",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu2598",0,4,2,1,0,0,0,0,0,0,0,0,0,0,0
"otu13622",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"otu2415",0,2,0,0,0,0,1,1,2,0,0,0,1,6,4
"otu4108",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"otu5449",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"otu1517",1,4,0,0,1,1,0,1,13,0,0,0,0,0,0
"otu1762",3,0,2,2,2,1,2,4,0,0,0,0,0,0,0
"otu4900",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu3439",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"otu2580",0,1,3,0,1,1,0,5,1,0,1,0,0,0,0
"otu15404",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu2161",0,1,3,3,1,7,4,2,2,2,0,0,0,5,0
"otu2409",0,0,0,2,0,0,2,2,0,0,0,1,0,0,0
"otu13942",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu3079",0,1,1,0,1,0,1,1,1,2,0,0,2,0,0
"otu14291",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu16250",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu4188",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"otu12407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu4770",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu2697",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"otu8541",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu7896",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu9249",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"otu3556",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"otu3364",0,2,1,1,0,1,0,0,0,0,0,0,0,0,0
"otu5513",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"otu15392",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu15568",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu6669",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu5675",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu11284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu16359",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu3326",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"otu10283",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu1931",0,0,0,0,0,0,0,0,0,0,0,2,3,11,5
"otu12001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu9374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu1366",0,0,0,0,0,0,0,0,0,3,0,4,9,9,4
"otu2449",0,0,0,0,0,0,0,0,0,1,0,1,0,1,2
"otu1595",0,0,0,1,0,0,0,0,0,0,0,3,1,9,9
"otu4040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"otu2370",0,0,0,0,0,0,0,0,0,0,1,1,2,7,2
"otu1263",0,0,0,0,0,0,0,0,1,2,0,3,3,8,17
"otu1369",0,0,0,0,0,0,0,0,0,0,0,4,7,3,16
"otu5565",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu1806",0,4,1,5,2,0,2,2,0,0,0,0,1,2,1
"otu1784",0,1,1,0,1,0,0,0,0,0,0,0,3,2,2
"otu15938",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"otu1229",2,3,2,5,4,3,5,1,0,2,0,0,3,1,0
"otu9050",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu11352",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"otu2288",0,0,0,0,0,0,0,0,0,0,0,2,1,1,4
"otu1742",0,1,0,0,0,0,0,0,0,0,0,1,0,8,4
"otu1084",0,0,0,0,0,0,0,0,1,2,0,4,7,33,18
"otu3035",0,0,0,0,0,0,0,0,0,0,0,1,1,6,0
"otu3072",0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
"otu2148",0,0,0,0,0,0,0,0,0,1,0,0,0,4,2
"otu2315",0,0,0,0,0,0,0,0,0,0,0,1,3,2,1
"otu2556",0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"otu2280",0,0,1,0,0,0,0,0,0,0,0,0,0,5,1
"otu14811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu10905",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu155",0,0,0,0,0,1,5,20,59,138,252,388,346,560,109
"otu9232",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"otu8152",0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"otu4884",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu2137",0,8,0,0,0,0,0,1,0,1,0,0,0,0,0
"otu4881",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"otu2192",0,0,0,0,0,0,0,0,0,1,1,2,5,5,2
"otu1653",0,0,0,0,1,1,0,0,0,0,1,1,0,11,11
"otu2263",0,0,0,0,0,0,0,0,0,0,1,1,2,9,1
"otu11673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu1688",0,0,1,4,2,2,3,3,4,1,1,0,0,0,1
"otu6302",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"otu9809",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu16114",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu16650",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu37",5526,1143,598,1251,1769,824,816,484,140,66,31,34,70,63,108
"otu16469",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu16539",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu16551",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu6718",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu8364",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu4487",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"otu10980",0,0,0,0,0,1,2,0,0,0,0,0,1,0,0
"otu3487",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"otu44",712,345,378,1218,1983,1323,1806,2081,396,175,85,48,44,50,25
"otu4967",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu7767",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"otu4772",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu9866",6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu5766",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu6918",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu6101",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"otu5779",8,0,1,0,1,1,1,1,1,0,0,0,0,0,0
"otu14322",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu14700",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"otu13466",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"otu5814",77,4,3,9,6,4,8,8,0,1,2,0,0,2,0
"otu5584",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu12340",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"otu13516",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu15507",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"otu9428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu2926",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"otu10209",4,0,1,0,1,0,1,1,0,0,0,0,0,1,0
"otu3585",0,1,0,0,4,0,0,0,0,0,1,0,0,2,4
"otu6984",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu11328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu2951",0,0,0,0,0,0,0,0,0,0,0,3,0,3,4
"otu14607",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"otu4401",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"otu2495",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"otu2710",0,1,0,1,0,0,0,0,0,1,0,0,2,0,0
"otu3508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"otu1178",0,0,0,0,0,0,0,0,1,2,6,2,3,11,12
"otu6387",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"otu2209",0,0,0,1,0,0,1,0,0,1,0,0,1,2,6
"otu8597",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"otu3916",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"otu4114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"otu7555",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu6862",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu3059",0,0,0,0,0,0,0,0,0,0,0,0,1,3,2
"otu3846",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"otu2285",0,0,0,0,0,0,0,0,1,1,1,2,2,6,2
"otu9340",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"otu1782",0,0,0,0,0,0,0,0,0,0,0,1,4,8,1
"otu1537",0,0,0,0,0,0,0,0,0,0,0,1,2,6,9
"otu2631",0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
"otu1019",0,0,0,0,0,0,0,0,2,0,6,6,29,19,11
"otu4229",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"otu3701",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"otu15604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu1624",0,0,0,0,0,0,0,0,0,2,2,1,7,8,16
"otu9507",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"otu3089",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"otu9280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu9304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu14806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu3401",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"otu2055",0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
"otu4077",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"otu9354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"otu6698",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"otu1783",0,0,0,0,0,0,0,0,0,0,1,1,4,5,6
"otu4242",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"otu3767",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"otu2206",0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
"otu1995",0,0,0,0,0,0,0,0,0,0,0,0,1,5,8
"otu7108",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"otu16268",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"otu2817",0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
"otu1661",0,0,0,0,0,0,0,0,0,1,0,1,1,4,9
"otu2342",0,0,0,0,0,0,0,0,0,0,1,0,1,2,3
"otu2163",0,0,1,0,3,1,0,0,2,2,0,0,1,1,0
"otu11285",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"otu2376",0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
"otu1792",0,0,0,0,0,0,0,0,0,0,0,0,1,7,4
"otu2726",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"otu3454",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"otu2873",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"otu3522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"otu2385",0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
