"","Domain","Phylum","Class","Order","Family","Genus","Species"
"otu3411","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured",NA
"otu7028","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured",NA
"otu5895","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Candidatus Koribacter","uncultured bacterium"
"otu15142","Bacteria","Acidobacteria","Subgroup 5",NA,NA,NA,NA
"otu6823","Bacteria","Acidobacteria","Subgroup 5","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu2602","Bacteria","Acidobacteria","Subgroup 5","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium"
"otu15312","Bacteria","Acidobacteria","Subgroup 5","uncultured Acidobacteriales bacterium","uncultured Acidobacteriales bacterium","uncultured Acidobacteriales bacterium","uncultured Acidobacteriales bacterium"
"otu490","Bacteria","Acidobacteria","Subgroup 5","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu8904","Bacteria","Acidobacteria","Subgroup 5",NA,NA,NA,NA
"otu4216","Bacteria","Acidobacteria","Subgroup 5","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium"
"otu7689","Bacteria","Acidobacteria","Subgroup 5",NA,NA,NA,NA
"otu447","Bacteria","Acidobacteria","Subgroup 5","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu12149","Bacteria","Acidobacteria","Subgroup 5","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"otu8419","Bacteria","Acidobacteria","Subgroup 5",NA,NA,NA,NA
"otu2224","Bacteria","Acidobacteria","Subgroup 5","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu5002","Bacteria","Acidobacteria","Subgroup 5","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium"
"otu3030","Bacteria","Acidobacteria","Subgroup 5","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium"
"otu5223","Bacteria","Acidobacteria","Subgroup 5","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu3746","Bacteria","Acidobacteria","Subgroup 5","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu10244","Bacteria","Acidobacteria","Subgroup 11","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu1439","Bacteria","Acidobacteria","Subgroup 11","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium"
"otu14540","Bacteria","Acidobacteria","Subgroup 11","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium"
"otu13491","Bacteria","Acidobacteria","Subgroup 6","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote"
"otu9002","Bacteria","Acidobacteria","Subgroup 6","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote"
"otu10170","Bacteria","Acidobacteria","Subgroup 6","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote"
"otu15341","Bacteria","Acidobacteria","Subgroup 6","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote"
"otu9795","Bacteria","Acidobacteria","Subgroup 6","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote"
"otu15520","Bacteria","Acidobacteria","Subgroup 6","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote"
"otu12290","Bacteria","Acidobacteria","Subgroup 6","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote"
"otu32","Bacteria","Acidobacteria","Subgroup 6","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu5480","Bacteria","Acidobacteria","Subgroup 6","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote"
"otu6068","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu13986","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu5043","Bacteria","Acidobacteria","Subgroup 6","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu2073","Bacteria","Acidobacteria","Subgroup 6","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu1944","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu2656","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu1573","Bacteria","Acidobacteria","Subgroup 6","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu15739","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu7609","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu1756","Bacteria","Acidobacteria","Subgroup 6","uncultured microorganism","uncultured microorganism","uncultured microorganism","uncultured microorganism"
"otu11059","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu2477","Bacteria","Acidobacteria","Subgroup 6","uncultured proteobacterium","uncultured proteobacterium","uncultured proteobacterium","uncultured proteobacterium"
"otu7722","Bacteria","Acidobacteria","Subgroup 6","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium"
"otu10233","Bacteria","Acidobacteria","Subgroup 6","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote"
"otu12563","Bacteria","Acidobacteria","Subgroup 6","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote"
"otu11131","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu15194","Bacteria","Acidobacteria","Subgroup 6","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote"
"otu6043","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu10111","Bacteria","Acidobacteria","Subgroup 6","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote"
"otu16110","Bacteria","Acidobacteria","Subgroup 6","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote"
"otu16626","Bacteria","Acidobacteria","Subgroup 6","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote"
"otu9653","Bacteria","Acidobacteria","Subgroup 6","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote","uncultured prokaryote"
"otu10183","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu11907","Bacteria","Acidobacteria","Subgroup 6","uncultured Thermoanaerobaculum sp.","uncultured Thermoanaerobaculum sp.","uncultured Thermoanaerobaculum sp.","uncultured Thermoanaerobaculum sp."
"otu5425","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu493","Bacteria","Acidobacteria","Subgroup 6","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium"
"otu5005","Bacteria","Acidobacteria","Subgroup 6","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium"
"otu376","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu6816","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu1377","Bacteria","Acidobacteria","Subgroup 6","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium"
"otu14130","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu15514","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu2491","Bacteria","Acidobacteria","Subgroup 6","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu2067","Bacteria","Acidobacteria","Subgroup 6","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu10867","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu16332","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu9311","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu7349","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu2112","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu9058","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu13826","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu9568","Bacteria","Acidobacteria","Subgroup 6","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"otu14989","Bacteria","Acidobacteria","Subgroup 6","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"otu12195","Bacteria","Acidobacteria","Subgroup 6","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"otu12676","Bacteria","Acidobacteria","Subgroup 6","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"otu9612","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu16133","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu9123","Bacteria","Acidobacteria","Subgroup 6","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"otu12747","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu1986","Bacteria","Acidobacteria","Subgroup 6","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"otu7228","Bacteria","Acidobacteria","Subgroup 6","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"otu15025","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu15635","Bacteria","Acidobacteria","Subgroup 6","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"otu9518","Bacteria","Acidobacteria","Subgroup 6","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"otu12764","Bacteria","Acidobacteria","Subgroup 6","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"otu9174","Bacteria","Acidobacteria","Subgroup 6","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"otu6773","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu4361","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu9574","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu6199","Bacteria","Acidobacteria","Subgroup 6","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"otu9978","Bacteria","Acidobacteria","Subgroup 6","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"otu4440","Bacteria","Acidobacteria","Subgroup 6","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"otu9099","Bacteria","Acidobacteria","Subgroup 6","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"otu10197","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu11916","Bacteria","Acidobacteria","Subgroup 6","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"otu710","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu7159","Bacteria","Acidobacteria","Subgroup 6","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu7451","Bacteria","Acidobacteria","Subgroup 6","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu4254","Bacteria","Acidobacteria","Subgroup 6","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu15166","Bacteria","Acidobacteria","Subgroup 6","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu3090","Bacteria","Acidobacteria","Subgroup 6","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium"
"otu7726","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu5970","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu4566","Bacteria","Acidobacteria","Subgroup 6","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu3519","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu5381","Bacteria","Acidobacteria","Subgroup 6","uncultured Holophagae bacterium","uncultured Holophagae bacterium","uncultured Holophagae bacterium","uncultured Holophagae bacterium"
"otu8573","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu8523","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu4395","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu12357","Bacteria","Acidobacteria","Subgroup 6","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp."
"otu13150","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu6123","Bacteria","Acidobacteria","Subgroup 6","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp."
"otu7864","Bacteria","Acidobacteria","Subgroup 6","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp."
"otu12606","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu408","Bacteria","Acidobacteria","Subgroup 6","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu8179","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu6615","Bacteria","Acidobacteria","Subgroup 6","uncultured beta proteobacterium","uncultured beta proteobacterium","uncultured beta proteobacterium","uncultured beta proteobacterium"
"otu10928","Bacteria","Acidobacteria","Subgroup 6","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu8851","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu16641","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu427","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu13870","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu4382","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu289","Bacteria","Acidobacteria","Subgroup 6","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu5600","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu2442","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu3267","Bacteria","Acidobacteria","Subgroup 6","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu12530","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu2788","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu6818","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu3864","Bacteria","Acidobacteria","Subgroup 6","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu3155","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu6701","Bacteria","Acidobacteria","Subgroup 6","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu9201","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu9499","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu15688","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu11272","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu14488","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu6529","Bacteria","Acidobacteria","Subgroup 6","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu14076","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu8674","Bacteria","Acidobacteria","Subgroup 6","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium"
"otu16142","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu610","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu12411","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu13749","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu6522","Bacteria","Acidobacteria","Subgroup 6","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium"
"otu9323","Bacteria","Acidobacteria","Subgroup 6","uncultured Thermoanaerobaculum sp.","uncultured Thermoanaerobaculum sp.","uncultured Thermoanaerobaculum sp.","uncultured Thermoanaerobaculum sp."
"otu5965","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu10253","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu794","Bacteria","Acidobacteria","Subgroup 6","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium"
"otu2394","Bacteria","Acidobacteria","Subgroup 6","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium"
"otu12507","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu2024","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA
"otu15318","Bacteria","Acidobacteria","Subgroup 6","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium"
"otu12601","Bacteria","Acidobacteria","Subgroup 6","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium","uncultured Acidobacteria bacterium"
